Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H2,2005,2005,2005,2,0,1,Import,8,Albania,ALB,0,World,WLD,,,,,,,,16,"Preparations of meat, of fish or of crustaceans",1,No Quantity,,,,,,,14360300,,,0
H2,2005,2005,2005,2,0,1,Import,12,Algeria,DZA,0,World,WLD,,,,,,,,16,"Preparations of meat, of fish or of crustaceans",1,No Quantity,,,,,,,2602600,,,0
H2,2005,2005,2005,2,0,1,Import,31,Azerbaijan,AZE,0,World,WLD,,,,,,,,16,"Preparations of meat, of fish or of crustaceans",1,No Quantity,,,,,,,7564081,,,0
H2,2005,2005,2005,2,0,1,Import,31,Azerbaijan,AZE,842,USA,USA,,,,,,,,16,"Preparations of meat, of fish or of crustaceans",1,No Quantity,,,,,,,557800,,,0
H2,2005,2005,2005,2,0,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,16,"Preparations of meat, of fish or of crustaceans",1,No Quantity,,,,,,,50279253,,,0
H2,2005,2005,2005,2,0,1,Import,32,Argentina,ARG,842,USA,USA,,,,,,,,16,"Preparations of meat, of fish or of crustaceans",1,No Quantity,,,,,,,221766,,,0
H2,2005,2005,2005,2,0,1,Import,36,Australia,AUS,0,World,WLD,,,,,,,,16,"Preparations of meat, of fish or of crustaceans",1,No Quantity,,,,,,,314944151,,,0
H2,2005,2005,2005,2,0,1,Import,36,Australia,AUS,842,USA,USA,,,,,,,,16,"Preparations of meat, of fish or of crustaceans",1,No Quantity,,,,,,,22921980,,,0
H2,2005,2005,2005,2,0,1,Import,40,Austria,AUT,0,World,WLD,,,,,,,,16,"Preparations of meat, of fish or of crustaceans",1,No Quantity,,,,,,,277962455,,,0
H2,2005,2005,2005,2,0,1,Import,40,Austria,AUT,842,USA,USA,,,,,,,,16,"Preparations of meat, of fish or of crustaceans",1,No Quantity,,,,,,,277517,,,0
