Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H2,2004,2004,2004,2,0,1,Import,8,Albania,ALB,0,World,WLD,,,,,,,,01,Live animals,1,No Quantity,,,,,,,5006496,,,0
H2,2004,2004,2004,2,0,1,Import,12,Algeria,DZA,0,World,WLD,,,,,,,,01,Live animals,1,No Quantity,,,,,,,82535610,,,0
H2,2004,2004,2004,2,0,1,Import,20,Andorra,AND,0,World,WLD,,,,,,,,01,Live animals,1,No Quantity,,,,,,,432628,,,0
H2,2004,2004,2004,2,0,1,Import,31,Azerbaijan,AZE,0,World,WLD,,,,,,,,01,Live animals,1,No Quantity,,,,,,,1615198,,,0
H2,2004,2004,2004,2,0,1,Import,31,Azerbaijan,AZE,842,USA,USA,,,,,,,,01,Live animals,1,No Quantity,,,,,,,7100,,,0
H2,2004,2004,2004,2,0,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,01,Live animals,1,No Quantity,,,,,,,5588659,,,0
H2,2004,2004,2004,2,0,1,Import,32,Argentina,ARG,842,USA,USA,,,,,,,,01,Live animals,1,No Quantity,,,,,,,479866,,,0
H2,2004,2004,2004,2,0,1,Import,36,Australia,AUS,0,World,WLD,,,,,,,,01,Live animals,1,No Quantity,,,,,,,54288500,,,0
H2,2004,2004,2004,2,0,1,Import,36,Australia,AUS,842,USA,USA,,,,,,,,01,Live animals,1,No Quantity,,,,,,,7857374,,,0
H2,2004,2004,2004,2,0,1,Import,40,Austria,AUT,0,World,WLD,,,,,,,,01,Live animals,1,No Quantity,,,,,,,135489227,,,0
H2,2004,2004,2004,2,0,1,Import,40,Austria,AUT,842,USA,USA,,,,,,,,01,Live animals,1,No Quantity,,,,,,,73187,,,0
H2,2004,2004,2004,2,0,1,Import,44,Bahamas,BHS,0,World,WLD,,,,,,,,01,Live animals,1,No Quantity,,,,,,,1506743,,,0
H2,2004,2004,2004,2,0,1,Import,44,Bahamas,BHS,842,USA,USA,,,,,,,,01,Live animals,1,No Quantity,,,,,,,1390055,,,0
H2,2004,2004,2004,2,0,1,Import,48,Bahrain,BHR,0,World,WLD,,,,,,,,01,Live animals,1,No Quantity,,,,,,,24025297,,,0
H2,2004,2004,2004,2,0,1,Import,50,Bangladesh,BGD,0,World,WLD,,,,,,,,01,Live animals,1,No Quantity,,,,,,,6642738,,,0
H2,2004,2004,2004,2,0,1,Import,50,Bangladesh,BGD,842,USA,USA,,,,,,,,01,Live animals,1,No Quantity,,,,,,,160534,,,0
H2,2004,2004,2004,2,0,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,01,Live animals,1,No Quantity,,,,,,,853540,,,0
H2,2004,2004,2004,2,0,1,Import,56,Belgium,BEL,0,World,WLD,,,,,,,,01,Live animals,1,No Quantity,,,,,,,410197546,,,0
H2,2004,2004,2004,2,0,1,Import,56,Belgium,BEL,842,USA,USA,,,,,,,,01,Live animals,1,No Quantity,,,,,,,1654642,,,0
H2,2004,2004,2004,2,0,1,Import,68,Bolivia (Plurinational State of),BOL,0,World,WLD,,,,,,,,01,Live animals,1,No Quantity,,,,,,,2033526,,,0
H2,2004,2004,2004,2,0,1,Import,68,Bolivia (Plurinational State of),BOL,842,USA,USA,,,,,,,,01,Live animals,1,No Quantity,,,,,,,2152,,,0
H2,2004,2004,2004,2,0,1,Import,70,Bosnia Herzegovina,BIH,0,World,WLD,,,,,,,,01,Live animals,1,No Quantity,,,,,,,33039276,,,0
H2,2004,2004,2004,2,0,1,Import,76,Brazil,BRA,0,World,WLD,,,,,,,,01,Live animals,1,No Quantity,0,,,,0,,6051241,,,0
H2,2004,2004,2004,2,0,1,Import,76,Brazil,BRA,842,USA,USA,,,,,,,,01,Live animals,1,No Quantity,0,,,,0,,560834,,,0
H2,2004,2004,2004,2,0,1,Import,96,Brunei Darussalam,BRN,0,World,WLD,,,,,,,,01,Live animals,1,No Quantity,,,,,,,13175008,,,0
H2,2004,2004,2004,2,0,1,Import,96,Brunei Darussalam,BRN,842,USA,USA,,,,,,,,01,Live animals,1,No Quantity,,,,,,,2504,,,0
H2,2004,2004,2004,2,0,1,Import,100,Bulgaria,BGR,0,World,WLD,,,,,,,,01,Live animals,1,No Quantity,,,,,,,19481114,,,0
H2,2004,2004,2004,2,0,1,Import,100,Bulgaria,BGR,842,USA,USA,,,,,,,,01,Live animals,1,No Quantity,,,,,,,2338,,,0
H2,2004,2004,2004,2,0,1,Import,112,Belarus,BLR,0,World,WLD,,,,,,,,01,Live animals,1,No Quantity,,,,,,,14777400,,,0
H2,2004,2004,2004,2,0,1,Import,112,Belarus,BLR,842,USA,USA,,,,,,,,01,Live animals,1,No Quantity,,,,,,,36300,,,0
H2,2004,2004,2004,2,0,1,Import,116,Cambodia,KHM,0,World,WLD,,,,,,,,01,Live animals,1,No Quantity,,,,,,,88835,,,0
H2,2004,2004,2004,2,0,1,Import,116,Cambodia,KHM,842,USA,USA,,,,,,,,01,Live animals,1,No Quantity,,,,,,,219,,,0
